word,prob,k,sort
conﬁt,0.005,24,37
track,0.005,24,38
diversiﬁcation,0.005,24,39
consequence,0.005,24,40
diﬀerence,0.005,24,41
spa,0.005,24,42
eﬀort,0.005,24,43
sensitivity,0.005,24,44
volatility,0.005,24,45
beneﬁts,0.005,24,46
hand,0.005,24,47
country,0.004,24,48
fund,0.004,24,49
pension,0.096,25,0
annuity,0.052,25,1
save,0.029,25,2
scheme,0.027,25,3
mortgage,0.02,25,4
fund,0.018,25,5
benefit,0.018,25,6
deposit,0.017,25,7
longevity,0.015,25,8
protection,0.015,25,9
transfer,0.014,25,10
contribution,0.013,25,11
lifetime,0.013,25,12
flow,0.012,25,13
saving,0.012,25,14
liability,0.012,25,15
mortality,0.012,25,16
solution,0.012,25,17
volume,0.011,25,18
ping,0.01,25,19
transaction,0.01,25,20
sector,0.01,25,21
driver,0.009,25,22
distribution,0.008,25,23
policy,0.008,25,24
guarantee,0.008,25,25
demand,0.008,25,26
platform,0.007,25,27
tax,0.007,25,28
rule,0.007,25,29
option,0.006,25,30
deal,0.006,25,31
bank,0.005,25,32
administration,0.005,25,33
provi,0.005,25,34
spread,0.005,25,35
db,0.005,25,36
expansion,0.005,25,37
choice,0.005,25,38
employer,0.005,25,39
buy,0.005,25,40
release,0.005,25,41
record,0.005,25,42
pipe,0.004,25,43
base,0.004,25,44
channel,0.004,25,45
shift,0.004,25,46
coverage,0.004,25,47
uitie,0.004,25,48
population,0.004,25,49
gain,0.051,26,0
transaction,0.041,26,1
mortgage,0.036,26,2
bond,0.034,26,3
debt,0.027,26,4
stock,0.026,26,5
hedge,0.015,26,6
fairfax,0.014,26,7
loan,0.013,26,8
mark,0.013,26,9
report,0.013,26,10
security,0.012,26,11
ing,0.011,26,12
purchase,0.011,26,13
subsidiary,0.011,26,14
unwrite,0.011,26,15
sheet,0.011,26,16
note,0.01,26,17
closing,0.009,26,18
proceed,0.009,26,19
maturity,0.008,26,20
contract,0.008,26,21
approval,0.008,26,22
statement,0.007,26,23
force,0.007,26,24
swap,0.007,26,25
issuance,0.007,26,26
agreement,0.007,26,27
press_release,0.006,26,28
fluctuation,0.006,26,29
credit,0.006,26,30
deflation,0.006,26,31
liquidity,0.006,26,32
highlight,0.006,26,33
catastrophe,0.006,26,34
facility,0.006,26,35
majority,0.006,26,36
treasury,0.006,26,37
economy,0.006,26,38
government,0.005,26,39
financial,0.005,26,40
unwriting,0.005,26,41
quota,0.005,26,42
meeting,0.005,26,43
record,0.005,26,44
tax,0.005,26,45
exposure,0.005,26,46
hold,0.005,26,47
yield,0.005,26,48
respect,0.005,26,49
tax,0.09,27,0
catastrophe,0.034,27,1
gain,0.034,27,2
accit,0.031,27,3
cat,0.029,27,4
decrease,0.027,27,5
operating,0.021,27,6
liability,0.02,27,7
revenue,0.019,27,8
net,0.018,27,9
flow,0.016,27,10
benefit,0.016,27,11
adjustment,0.013,27,12
repurchase,0.013,27,13
estimate,0.011,27,14
unwriting,0.011,27,15
core,0.011,27,16
yield,0.011,27,17
dollar,0.01,27,18
weather,0.009,27,19
debt,0.009,27,20
credit,0.009,27,21
exchange,0.009,27,22
activity,0.008,27,23
maturity,0.008,27,24
fee,0.008,27,25
comment,0.007,27,26
reinstatement,0.007,27,27
charge,0.007,27,28
unwrite,0.007,27,29
volume,0.007,27,30
payment,0.007,27,31
program,0.007,27,32
experience,0.007,27,33
coverage,0.006,27,34
commission,0.006,27,35
treaty,0.006,27,36
security,0.006,27,37
asbestos,0.006,27,38
duration,0.006,27,39
timing,0.005,27,40
retention,0.005,27,41
taxi,0.005,27,42
contribution,0.005,27,43
liquidity,0.005,27,44
remin,0.005,27,45
fund,0.005,27,46
mix,0.005,27,47
range,0.005,27,48
contract,0.004,27,49
