word,prob,timepoint,k,sort
strategy,0.003,14,2,148
behavior,0.003,14,2,149
saving,0.009,15,2,150
unwriter,0.006,15,2,151
analytic,0.006,15,2,152
consumer,0.005,15,2,153
insight,0.004,15,2,154
firm,0.004,15,2,155
hedge,0.004,15,2,156
carrier,0.004,15,2,157
pattern,0.004,15,2,158
d,0.004,15,2,159
energy,0.005,16,2,160
analysis,0.005,16,2,161
profile,0.004,16,2,162
diversification,0.004,16,2,163
buffer,0.004,16,2,164
disclosure,0.004,16,2,165
transfer,0.004,16,2,166
buﬀer,0.004,16,2,167
negotiation,0.004,16,2,168
peril,0.004,16,2,169
transition,0.004,17,2,170
ﬂow,0.004,17,2,171
unwriter,0.004,17,2,172
hedge,0.004,17,2,173
house,0.004,17,2,174
strategy,0.004,17,2,175
employee,0.004,17,2,176
loan,0.004,17,2,177
matter,0.004,17,2,178
venture,0.004,17,2,179
form,0.006,18,2,180
evolution,0.006,18,2,181
knowledge,0.006,18,2,182
reinsurer,0.005,18,2,183
unwriter,0.005,18,2,184
transitional,0.005,18,2,185
ship,0.005,18,2,186
material,0.005,18,2,187
formula,0.003,18,2,188
objective,0.003,18,2,189
eﬃciency,0.006,19,2,190
forecast,0.005,19,2,191
function,0.004,19,2,192
equalisation,0.004,19,2,193
outﬂow,0.004,19,2,194
ﬂow,0.003,19,2,195
proﬁtability,0.003,19,2,196
subsidiary,0.003,19,2,197
formula,0.003,19,2,198
drop,0.003,19,2,199
hold,0.008,20,2,200
impairment,0.008,20,2,201
disclosure,0.008,20,2,202
profile,0.008,20,2,203
exercise,0.008,20,2,204
engagement,0.008,20,2,205
oil,0.004,20,2,206
portion,0.004,20,2,207
message,0.004,20,2,208
comparison,0.004,20,2,209
ﬂow,0.006,21,2,210
proposition,0.004,21,2,211
marketing,0.004,21,2,212
bur,0.004,21,2,213
railroad,0.004,21,2,214
curve,0.003,21,2,215
pattern,0.003,21,2,216
tariff,0.003,21,2,217
treaty,0.003,21,2,218
hedge,0.003,21,2,219
legacy,0.005,22,2,220
franchise,0.005,22,2,221
journey,0.004,22,2,222
objective,0.004,22,2,223
role,0.004,22,2,224
integration,0.004,22,2,225
strain,0.004,22,2,226
consumer,0.003,22,2,227
loan,0.003,22,2,228
proﬁtability,0.003,22,2,229
payout,0.004,23,2,230
possibility,0.004,23,2,231
swap,0.003,23,2,232
consumer,0.003,23,2,233
care,0.003,23,2,234
proposal,0.003,23,2,235
principle,0.003,23,2,236
role,0.003,23,2,237
captive,0.003,23,2,238
distributor,0.003,23,2,239
reproduction,0.005,24,2,240
attention,0.004,24,2,241
pool,0.004,24,2,242
panel,0.004,24,2,243
franchise,0.004,24,2,244
conservatism,0.004,24,2,245
warranty,0.004,24,2,246
strengthen,0.004,24,2,247
uplift,0.004,24,2,248
impairment,0.004,24,2,249
observation,0.023,25,2,250
subsidiary,0.012,25,2,251
prut,0.012,25,2,252
goal,0.012,25,2,253
ambition,0.012,25,2,254
commitment,0.012,25,2,255
timing,0.012,25,2,256
inflow,0.012,25,2,257
surplus,0.012,25,2,258
implementation,0.012,25,2,259
porate,0.004,26,2,260
diversification,0.004,26,2,261
proceed,0.004,26,2,262
man,0.004,26,2,263
contributor,0.004,26,2,264
variation,0.004,26,2,265
shape,0.004,26,2,266
subsidiary,0.003,26,2,267
disposal,0.003,26,2,268
success,0.003,26,2,269
proﬁtability,0.012,27,2,270
disclosure,0.012,27,2,271
saving,0.012,27,2,272
conclusion,0.012,27,2,273
role,0.012,27,2,274
light,0.012,27,2,275
meeting,0.012,27,2,276
assessment,0.012,27,2,277
footprint,0.012,27,2,278
bar,0.012,27,2,279
remittance,0.005,28,2,280
treaty,0.004,28,2,281
comparison,0.004,28,2,282
history,0.003,28,2,283
meet,0.003,28,2,284
firm,0.003,28,2,285
evolution,0.003,28,2,286
drop,0.003,28,2,287
transfer,0.003,28,2,288
commentary,0.003,28,2,289
winter,0.005,29,2,290
inflow,0.004,29,2,291
test,0.004,29,2,292
automobile,0.004,29,2,293
exception,0.004,29,2,294
authority,0.004,29,2,295
standpoint,0.002,29,2,296
project,0.002,29,2,297
hurdle,0.002,29,2,298
merger,0.002,29,2,299
prut,0.005,30,2,300
sign,0.005,30,2,301
middle,0.005,30,2,302
project,0.004,30,2,303
aviation,0.004,30,2,304
standpoint,0.004,30,2,305
presence,0.004,30,2,306
disability,0.004,30,2,307
meet,0.004,30,2,308
comparison,0.004,30,2,309
website,0.006,31,2,310
aggregate,0.005,31,2,311
migration,0.005,31,2,312
discip,0.005,31,2,313
maturity,0.005,31,2,314
prevention,0.005,31,2,315
proposition,0.003,31,2,316
message,0.003,31,2,317
reform,0.003,31,2,318
remark,0.003,31,2,319
spa,0.006,32,2,320
ﬂow,0.005,32,2,321
loan,0.004,32,2,322
proﬁtability,0.004,32,2,323
quota,0.004,32,2,324
goodwill,0.004,32,2,325
success,0.004,32,2,326
feature,0.004,32,2,327
mark,0.004,32,2,328
function,0.003,32,2,329
payout,0.023,33,2,330
feature,0.023,33,2,331
principle,0.023,33,2,332
disability,0.023,33,2,333
railroad,0.023,33,2,334
threshold,0.023,33,2,335
asr,0.023,33,2,336
broa,0.023,33,2,337
presence,0.023,33,2,338
panel,0.023,33,2,339
project,0.007,34,2,340
hurane,0.007,34,2,341
loan,0.005,34,2,342
tool,0.004,34,2,343
game,0.004,34,2,344
profile,0.004,34,2,345
framework,0.004,34,2,346
crop,0.004,34,2,347
regime,0.004,34,2,348
choice,0.004,34,2,349
quota,0.005,35,2,350
game,0.004,35,2,351
currency,0.004,35,2,352
cyber,0.004,35,2,353
confice,0.004,35,2,354
consumer,0.004,35,2,355
frame,0.004,35,2,356
picipation,0.004,35,2,357
match,0.004,35,2,358
tool,0.003,35,2,359
press,0.006,36,2,360
man,0.006,36,2,361
crisis,0.005,36,2,362
momentum,0.005,36,2,363
cyber,0.005,36,2,364
confice,0.005,36,2,365
insight,0.005,36,2,366
coronavirus,0.005,36,2,367
quota,0.005,36,2,368
comp,0.003,36,2,369
comp,0.013,37,2,370
crisis,0.006,37,2,371
impairment,0.006,37,2,372
drop,0.006,37,2,373
recovery,0.006,37,2,374
prut,0.006,37,2,375
circumstance,0.006,37,2,376
surety,0.006,37,2,377
disclosure,0.006,37,2,378
standpoint,0.006,37,2,379
impairment,0.008,38,2,380
flexibility,0.005,38,2,381
son,0.005,38,2,382
pattern,0.005,38,2,383
covid,0.005,38,2,384
face,0.005,38,2,385
firm,0.005,38,2,386
hybrid,0.005,38,2,387
explanation,0.005,38,2,388
expansion,0.005,38,2,389
summer,0.009,39,2,390
ambition,0.006,39,2,391
hedge,0.006,39,2,392
lockdown,0.004,39,2,393
framework,0.004,39,2,394
goal,0.004,39,2,395
disability,0.004,39,2,396
payout,0.004,39,2,397
drop,0.004,39,2,398
matter,0.004,39,2,399
project,0.035,40,2,400
prut,0.017,40,2,401
standpoint,0.017,40,2,402
vehicle,0.017,40,2,403
restructuring,0.017,40,2,404
methodology,0.017,40,2,405
transformation,0.017,40,2,406
normality,0.017,40,2,407
bor,0.017,40,2,408
territory,0.017,40,2,409
meeting,0.007,41,2,410
timing,0.007,41,2,411
audit,0.005,41,2,412
travel,0.005,41,2,413
meet,0.005,41,2,414
cyber,0.005,41,2,415
explanation,0.005,41,2,416
priority,0.005,41,2,417
light,0.005,41,2,418
culture,0.005,41,2,419
supply,0.019,42,2,420
hold,0.019,42,2,421
expertise,0.019,42,2,422
settlement,0.019,42,2,423
profile,0.019,42,2,424
post,0.019,42,2,425
homeowner,0.019,42,2,426
storm,0.019,42,2,427
execution,0.019,42,2,428
vaccination,0.019,42,2,429
disposal,0.009,43,2,430
comp,0.005,43,2,431
diversification,0.005,43,2,432
ebit,0.005,43,2,433
care,0.005,43,2,434
energy,0.005,43,2,435
set,0.005,43,2,436
aggregate,0.005,43,2,437
vehicle,0.005,43,2,438
expansion,0.005,43,2,439
quake,0.008,0,3,0
journey,0.008,0,3,1
network,0.006,0,3,2
backup,0.006,0,3,3
diﬃcult,0.006,0,3,4
portion,0.006,0,3,5
project,0.006,0,3,6
age,0.006,0,3,7
strain,0.006,0,3,8
disclosure,0.006,0,3,9
winter,0.011,1,3,10
currency,0.011,1,3,11
incentive,0.008,1,3,12
yen,0.008,1,3,13
material,0.008,1,3,14
ehquake,0.005,1,3,15
gold,0.005,1,3,16
letter,0.005,1,3,17
seasonality,0.005,1,3,18
category,0.005,1,3,19
hedge,0.013,2,3,20
energy,0.009,2,3,21
co,0.009,2,3,22
policyhol,0.009,2,3,23
unwriter,0.009,2,3,24
ehquake,0.004,2,3,25
reform,0.004,2,3,26
consequence,0.004,2,3,27
impairment,0.004,2,3,28
difficulty,0.004,2,3,29
flood,0.012,3,3,30
disaster,0.012,3,3,31
inflow,0.008,3,3,32
storm,0.008,3,3,33
judgment,0.008,3,3,34
certainty,0.008,3,3,35
layer,0.008,3,3,36
hedging,0.008,3,3,37
negotiation,0.008,3,3,38
impairment,0.004,3,3,39
discount,0.008,4,3,40
ﬁgure,0.006,4,3,41
surprise,0.006,4,3,42
mcev,0.006,4,3,43
offer,0.006,4,3,44
relation,0.006,4,3,45
saving,0.004,4,3,46
diversification,0.004,4,3,47
injury,0.004,4,3,48
flood,0.004,4,3,49
timeframe,0.007,5,3,50
ehquake,0.005,5,3,51
inflow,0.005,5,3,52
jpyb,0.005,5,3,53
mechanism,0.005,5,3,54
meeting,0.005,5,3,55
farm,0.005,5,3,56
employee,0.004,5,3,57
buffer,0.004,5,3,58
newspaper,0.004,5,3,59
inflow,0.007,6,3,60
crop,0.007,6,3,61
circumstance,0.007,6,3,62
comp,0.007,6,3,63
house,0.007,6,3,64
relation,0.007,6,3,65
consolidation,0.007,6,3,66
hold,0.007,6,3,67
k,0.007,6,3,68
consiation,0.007,6,3,69
evolution,0.007,7,3,70
phase,0.007,7,3,71
allowance,0.007,7,3,72
commentary,0.007,7,3,73
yen,0.005,7,3,74
merger,0.005,7,3,75
loan,0.005,7,3,76
flood,0.005,7,3,77
outflow,0.005,7,3,78
comp,0.005,7,3,79
projection,0.007,8,3,80
comparison,0.006,8,3,81
office,0.006,8,3,82
furnish,0.006,8,3,83
rdr,0.006,8,3,84
aspect,0.006,8,3,85
remittance,0.006,8,3,86
yen,0.004,8,3,87
expansion,0.004,8,3,88
hedge,0.004,8,3,89
house,0.005,9,3,90
economic,0.004,9,3,91
loan,0.003,9,3,92
transfer,0.003,9,3,93
employee,0.003,9,3,94
reform,0.003,9,3,95
decade,0.003,9,3,96
rail,0.003,9,3,97
crop,0.003,9,3,98
producer,0.003,9,3,99
strategy,0.007,10,3,100
layer,0.005,10,3,101
individual,0.005,10,3,102
pipe,0.005,10,3,103
comparison,0.004,10,3,104
t,0.004,10,3,105
valuation,0.004,10,3,106
office,0.004,10,3,107
exercise,0.004,10,3,108
rise,0.004,10,3,109
consumption,0.006,11,3,110
loan,0.005,11,3,111
advisor,0.005,11,3,112
unwriter,0.005,11,3,113
proposition,0.004,11,3,114
remittance,0.004,11,3,115
curve,0.004,11,3,116
bonus,0.004,11,3,117
segmentation,0.004,11,3,118
merger,0.003,11,3,119
discip,0.006,12,3,120
hedge,0.004,12,3,121
energy,0.004,12,3,122
payout,0.004,12,3,123
unwriter,0.004,12,3,124
function,0.004,12,3,125
academy,0.004,12,3,126
pot,0.004,12,3,127
eye,0.004,12,3,128
reinsurer,0.003,12,3,129
resse,0.006,13,3,130
hurdle,0.005,13,3,131
office,0.005,13,3,132
matter,0.005,13,3,133
standard,0.005,13,3,134
trust,0.005,13,3,135
equivalence,0.005,13,3,136
hotel,0.005,13,3,137
bulk,0.003,13,3,138
pipe,0.003,13,3,139
bulk,0.006,14,3,140
war,0.006,14,3,141
upside,0.006,14,3,142
tool,0.004,14,3,143
currency,0.004,14,3,144
drop,0.004,14,3,145
folk,0.004,14,3,146
individual,0.004,14,3,147
consequence,0.004,14,3,148
analysis,0.004,14,3,149
unwriter,0.007,15,3,150
proposition,0.005,15,3,151
analytic,0.004,15,3,152
forecast,0.004,15,3,153
insight,0.004,15,3,154
choice,0.004,15,3,155
lever,0.004,15,3,156
set,0.004,15,3,157
tool,0.003,15,3,158
hedge,0.003,15,3,159
exchange,0.005,16,3,160
buffer,0.004,16,3,161
list,0.004,16,3,162
maturity,0.004,16,3,163
axis,0.004,16,3,164
oil,0.004,16,3,165
euro,0.004,16,3,166
variation,0.004,16,3,167
clarification,0.004,16,3,168
hedge,0.003,16,3,169
loan,0.006,17,3,170
house,0.005,17,3,171
merger,0.004,17,3,172
panel,0.004,17,3,173
lever,0.004,17,3,174
integration,0.004,17,3,175
automobile,0.004,17,3,176
principle,0.004,17,3,177
storm,0.004,17,3,178
inﬂow,0.004,17,3,179
formula,0.005,18,3,180
unwriter,0.005,18,3,181
offer,0.005,18,3,182
proﬁtability,0.004,18,3,183
light,0.004,18,3,184
math,0.004,18,3,185
discip,0.004,18,3,186
transitional,0.003,18,3,187
panel,0.003,18,3,188
form,0.003,18,3,189
eﬃciency,0.004,19,3,190
pipe,0.004,19,3,191
list,0.004,19,3,192
retail,0.004,19,3,193
column,0.004,19,3,194
diversification,0.003,19,3,195
infrastructure,0.003,19,3,196
ﬂow,0.003,19,3,197
function,0.003,19,3,198
comparison,0.003,19,3,199
form,0.007,20,3,200
approval,0.007,20,3,201
possibility,0.007,20,3,202
feature,0.007,20,3,203
cyber,0.007,20,3,204
buyer,0.007,20,3,205
consolidator,0.007,20,3,206
erosion,0.007,20,3,207
payout,0.004,20,3,208
currency,0.004,20,3,209
impairment,0.005,21,3,210
orous,0.005,21,3,211
ﬂow,0.004,21,3,212
panel,0.004,21,3,213
dec,0.004,21,3,214
winter,0.004,21,3,215
role,0.004,21,3,216
calorie,0.004,21,3,217
bur,0.004,21,3,218
integration,0.003,21,3,219
proposition,0.006,22,3,220
payout,0.006,22,3,221
prut,0.005,22,3,222
breach,0.005,22,3,223
energy,0.003,22,3,224
hedge,0.003,22,3,225
flexibility,0.003,22,3,226
journey,0.003,22,3,227
surplus,0.003,22,3,228
proﬁtability,0.003,22,3,229
priority,0.005,23,3,230
treaty,0.004,23,3,231
severity,0.004,23,3,232
discount,0.004,23,3,233
colleague,0.004,23,3,234
layer,0.004,23,3,235
pipe,0.004,23,3,236
ﬂow,0.004,23,3,237
advice,0.004,23,3,238
beneﬁts,0.004,23,3,239
approval,0.004,24,3,240
saving,0.003,24,3,241
confice,0.003,24,3,242
discount,0.003,24,3,243
severity,0.003,24,3,244
currency,0.003,24,3,245
flexibility,0.003,24,3,246
pattern,0.003,24,3,247
loan,0.002,24,3,248
integration,0.002,24,3,249
consequence,0.048,25,3,250
settlement,0.024,25,3,251
pillar,0.024,25,3,252
office,0.024,25,3,253
criterion,0.024,25,3,254
talent,0.024,25,3,255
feel,0.024,25,3,256
cancellation,0.024,25,3,257
overcapacity,0.024,25,3,258
peak,0.024,25,3,259
success,0.005,26,3,260
inflow,0.005,26,3,261
form,0.005,26,3,262
mark,0.005,26,3,263
priority,0.004,26,3,264
history,0.004,26,3,265
bucket,0.004,26,3,266
production,0.004,26,3,267
comp,0.004,26,3,268
explanation,0.004,26,3,269
load,0.013,27,3,270
unwriter,0.006,27,3,271
proﬁtability,0.006,27,3,272
center,0.006,27,3,273
travel,0.006,27,3,274
standpoint,0.006,27,3,275
infrastructure,0.006,27,3,276
production,0.006,27,3,277
analysis,0.006,27,3,278
retrocession,0.006,27,3,279
block,0.004,28,3,280
role,0.003,28,3,281
porate,0.003,28,3,282
drag,0.003,28,3,283
crop,0.003,28,3,284
consolidation,0.003,28,3,285
application,0.003,28,3,286
reform,0.002,28,3,287
treaty,0.002,28,3,288
constraint,0.002,28,3,289
storm,0.006,29,3,290
meeting,0.006,29,3,291
care,0.005,29,3,292
attention,0.005,29,3,293
execution,0.005,29,3,294
integration,0.003,29,3,295
framework,0.003,29,3,296
project,0.003,29,3,297
hedge,0.003,29,3,298
strain,0.003,29,3,299
set,0.004,30,3,300
reinsurer,0.004,30,3,301
energy,0.004,30,3,302
deterioration,0.004,30,3,303
press,0.003,30,3,304
objective,0.003,30,3,305
consumer,0.003,30,3,306
redistribution,0.003,30,3,307
subsidiary,0.003,30,3,308
recapture,0.003,30,3,309
choice,0.005,31,3,310
proposition,0.003,31,3,311
migration,0.003,31,3,312
innovation,0.003,31,3,313
integration,0.003,31,3,314
discount,0.003,31,3,315
man,0.002,31,3,316
venture,0.002,31,3,317
project,0.002,31,3,318
reform,0.002,31,3,319
comp,0.009,32,3,320
objective,0.006,32,3,321
advice,0.004,32,3,322
follow,0.004,32,3,323
payout,0.003,32,3,324
proposition,0.003,32,3,325
reinsurer,0.003,32,3,326
history,0.003,32,3,327
quota,0.003,32,3,328
productivity,0.003,32,3,329
proﬁtability,0.036,33,3,330
energy,0.036,33,3,331
insight,0.036,33,3,332
methodology,0.036,33,3,333
split,0.036,33,3,334
arena,0.036,33,3,335
analytic,0.036,33,3,336
spp,0.036,33,3,337
turn,0.036,33,3,338
ﬁrepower,0.036,33,3,339
hedging,0.007,34,3,340
bucket,0.007,34,3,341
momentum,0.005,34,3,342
diﬃcult,0.005,34,3,343
integration,0.005,34,3,344
discip,0.005,34,3,345
objective,0.005,34,3,346
form,0.005,34,3,347
disability,0.005,34,3,348
resse,0.005,34,3,349
journey,0.004,35,3,350
reinsurer,0.004,35,3,351
success,0.004,35,3,352
pocket,0.004,35,3,353
aggregate,0.004,35,3,354
ivative,0.004,35,3,355
session,0.004,35,3,356
picipation,0.004,35,3,357
treaty,0.003,35,3,358
office,0.003,35,3,359
storm,0.006,36,3,360
priority,0.006,36,3,361
face,0.006,36,3,362
remittance,0.004,36,3,363
coronavirus,0.004,36,3,364
buffer,0.004,36,3,365
momentum,0.004,36,3,366
regime,0.004,36,3,367
pick,0.004,36,3,368
solicitation,0.004,36,3,369
meeting,0.011,37,3,370
test,0.011,37,3,371
proﬁtability,0.011,37,3,372
season,0.011,37,3,373
effort,0.011,37,3,374
disruption,0.011,37,3,375
eﬀort,0.011,37,3,376
inquencie,0.011,37,3,377
parking,0.011,37,3,378
interruption,0.006,37,3,379
lockdown,0.008,38,3,380
summer,0.008,38,3,381
attention,0.008,38,3,382
disclosure,0.008,38,3,383
paper,0.008,38,3,384
pandemic,0.004,38,3,385
remittance,0.004,38,3,386
prut,0.004,38,3,387
recovery,0.004,38,3,388
discount,0.004,38,3,389
flexibility,0.007,39,3,390
pattern,0.006,39,3,391
role,0.005,39,3,392
proﬁtability,0.005,39,3,393
shape,0.004,39,3,394
expansion,0.004,39,3,395
disclosure,0.004,39,3,396
offer,0.004,39,3,397
surprise,0.004,39,3,398
execution,0.004,39,3,399
shape,0.018,40,3,400
deterioration,0.018,40,3,401
confice,0.009,40,3,402
light,0.009,40,3,403
aspect,0.009,40,3,404
t,0.009,40,3,405
wave,0.009,40,3,406
framework,0.009,40,3,407
climate,0.009,40,3,408
population,0.009,40,3,409
stakehol,0.006,41,3,410
project,0.006,41,3,411
material,0.004,41,3,412
remuneration,0.004,41,3,413
mandate,0.004,41,3,414
meeting,0.003,41,3,415
remittance,0.003,41,3,416
commitment,0.003,41,3,417
momentum,0.003,41,3,418
goal,0.003,41,3,419
middle,0.036,42,3,420
t,0.018,42,3,421
timing,0.018,42,3,422
aspect,0.018,42,3,423
message,0.018,42,3,424
goal,0.018,42,3,425
cloud,0.018,42,3,426
sustainability,0.018,42,3,427
peak,0.018,42,3,428
traﬃc,0.018,42,3,429
timing,0.013,43,3,430
innovation,0.013,43,3,431
headwind,0.013,43,3,432
diversification,0.006,43,3,433
care,0.006,43,3,434
project,0.006,43,3,435
evolution,0.006,43,3,436
leg,0.006,43,3,437
valuation,0.006,43,3,438
travel,0.006,43,3,439
mcev,0.009,0,4,0
energy,0.006,0,4,1
hedge,0.006,0,4,2
trust,0.006,0,4,3
currency,0.006,0,4,4
euro,0.006,0,4,5
deposit,0.006,0,4,6
magnitude,0.006,0,4,7
backup,0.006,0,4,8
retro,0.006,0,4,9
winter,0.009,1,4,10
ehquake,0.006,1,4,11
qbe,0.006,1,4,12
prut,0.006,1,4,13
conclusion,0.006,1,4,14
disaster,0.006,1,4,15
play,0.006,1,4,16
alignment,0.006,1,4,17
peak,0.006,1,4,18
personnel,0.006,1,4,19
reform,0.009,2,4,20
rpi,0.009,2,4,21
inaccuracy,0.009,2,4,22
telematic,0.009,2,4,23
hedge,0.004,2,4,24
energy,0.004,2,4,25
post,0.004,2,4,26
policyhol,0.004,2,4,27
comparison,0.004,2,4,28
authority,0.004,2,4,29
valuation,0.013,3,4,30
flood,0.008,3,4,31
buffer,0.008,3,4,32
reinsurer,0.008,3,4,33
euro,0.008,3,4,34
closing,0.008,3,4,35
history,0.008,3,4,36
message,0.008,3,4,37
meet,0.008,3,4,38
fall,0.008,3,4,39
integration,0.013,4,4,40
impairment,0.01,4,4,41
employee,0.007,4,4,42
member,0.007,4,4,43
solicitation,0.007,4,4,44
person,0.007,4,4,45
loan,0.007,4,4,46
reform,0.003,4,4,47
compensation,0.003,4,4,48
equalization,0.003,4,4,49
employee,0.009,5,4,50
newspaper,0.009,5,4,51
employer,0.007,5,4,52
pipe,0.007,5,4,53
bulk,0.007,5,4,54
plant,0.007,5,4,55
proposition,0.005,5,4,56
definition,0.005,5,4,57
fall,0.005,5,4,58
quote,0.005,5,4,59
attention,0.01,6,4,60
exchange,0.01,6,4,61
field,0.01,6,4,62
press,0.01,6,4,63
redistribution,0.01,6,4,64
alignment,0.01,6,4,65
material,0.01,6,4,66
crop,0.005,6,4,67
objective,0.005,6,4,68
curve,0.005,6,4,69
yen,0.022,7,4,70
retro,0.007,7,4,71
vehicle,0.007,7,4,72
circumstance,0.007,7,4,73
curve,0.007,7,4,74
automobile,0.007,7,4,75
effort,0.007,7,4,76
total,0.007,7,4,77
dec,0.007,7,4,78
prut,0.007,7,4,79
yen,0.008,8,4,80
hedging,0.008,8,4,81
goodwill,0.008,8,4,82
currency,0.006,8,4,83
scrip,0.006,8,4,84
stad,0.006,8,4,85
variance,0.006,8,4,86
momentum,0.006,8,4,87
feature,0.006,8,4,88
cap,0.006,8,4,89
comp,0.006,9,4,90
proposal,0.006,9,4,91
effort,0.006,9,4,92
consumption,0.006,9,4,93
arrangement,0.006,9,4,94
projection,0.004,9,4,95
production,0.004,9,4,96
selection,0.004,9,4,97
wind,0.004,9,4,98
employer,0.004,9,4,99
timing,0.008,10,4,100
comparison,0.005,10,4,101
broa,0.005,10,4,102
face,0.005,10,4,103
observation,0.005,10,4,104
retro,0.005,10,4,105
loyalty,0.005,10,4,106
picipation,0.005,10,4,107
chance,0.005,10,4,108
note,0.005,10,4,109
meeting,0.005,11,4,110
forecast,0.005,11,4,111
proposition,0.004,11,4,112
consumer,0.004,11,4,113
curve,0.004,11,4,114
homeowner,0.004,11,4,115
flexibility,0.004,11,4,116
expansion,0.004,11,4,117
cap,0.004,11,4,118
access,0.004,11,4,119
tool,0.008,12,4,120
comp,0.005,12,4,121
reinsurer,0.004,12,4,122
hedge,0.004,12,4,123
compensation,0.004,12,4,124
office,0.004,12,4,125
prospect,0.004,12,4,126
bucket,0.004,12,4,127
depreciation,0.004,12,4,128
panel,0.004,12,4,129
culture,0.004,13,4,130
pipe,0.004,13,4,131
choice,0.004,13,4,132
firm,0.004,13,4,133
hurdle,0.003,13,4,134
currency,0.003,13,4,135
reinsurer,0.003,13,4,136
vehicle,0.003,13,4,137
press,0.003,13,4,138
stress,0.003,13,4,139
currency,0.005,14,4,140
employee,0.005,14,4,141
conclusion,0.004,14,4,142
proposition,0.003,14,4,143
tool,0.003,14,4,144
unwriter,0.003,14,4,145
objective,0.003,14,4,146
hedge,0.003,14,4,147
ﬁgure,0.003,14,4,148
injury,0.003,14,4,149
proposition,0.006,15,4,150
priority,0.006,15,4,151
consumer,0.005,15,4,152
tool,0.005,15,4,153
insight,0.005,15,4,154
discip,0.005,15,4,155
saving,0.005,15,4,156
surplus,0.004,15,4,157
profile,0.004,15,4,158
lever,0.004,15,4,159
diversification,0.006,16,4,160
ﬁgure,0.006,16,4,161
currency,0.004,16,4,162
merger,0.004,16,4,163
bulk,0.004,16,4,164
list,0.004,16,4,165
crop,0.004,16,4,166
intention,0.004,16,4,167
deﬁnition,0.004,16,4,168
envelope,0.004,16,4,169
house,0.004,17,4,170
tool,0.004,17,4,171
transition,0.003,17,4,172
merger,0.003,17,4,173
panel,0.003,17,4,174
energy,0.003,17,4,175
lever,0.003,17,4,176
ﬁgure,0.003,17,4,177
carrier,0.003,17,4,178
drop,0.003,17,4,179
currency,0.005,18,4,180
hedge,0.005,18,4,181
reinsurer,0.004,18,4,182
comparison,0.004,18,4,183
consumer,0.004,18,4,184
pipe,0.004,18,4,185
house,0.004,18,4,186
clarity,0.004,18,4,187
aviation,0.004,18,4,188
formula,0.003,18,4,189
diversification,0.005,19,4,190
proﬁtability,0.003,19,4,191
currency,0.003,19,4,192
office,0.003,19,4,193
governance,0.003,19,4,194
disclosure,0.003,19,4,195
ﬂow,0.003,19,4,196
subsidiary,0.003,19,4,197
form,0.003,19,4,198
formula,0.003,19,4,199
payout,0.008,20,4,200
approval,0.008,20,4,201
valuation,0.008,20,4,202
test,0.008,20,4,203
currency,0.006,20,4,204
meet,0.006,20,4,205
trade,0.006,20,4,206
expertise,0.006,20,4,207
resource,0.006,20,4,208
road,0.006,20,4,209
geography,0.004,21,4,210
impairment,0.003,21,4,211
marketing,0.003,21,4,212
evolution,0.003,21,4,213
choice,0.003,21,4,214
timing,0.003,21,4,215
gas,0.003,21,4,216
hedge,0.003,21,4,217
diversification,0.003,21,4,218
employee,0.003,21,4,219
loan,0.003,22,4,220
legacy,0.003,22,4,221
currency,0.003,22,4,222
ﬁgure,0.003,22,4,223
success,0.003,22,4,224
levy,0.003,22,4,225
diversification,0.002,22,4,226
consumer,0.002,22,4,227
comparison,0.002,22,4,228
message,0.002,22,4,229
function,0.005,23,4,230
possibility,0.004,23,4,231
advice,0.004,23,4,232
framework,0.004,23,4,233
deterioration,0.004,23,4,234
dealer,0.004,23,4,235
forecast,0.004,23,4,236
withal,0.004,23,4,237
son,0.003,23,4,238
approval,0.003,23,4,239
loan,0.006,24,4,240
reinsurer,0.006,24,4,241
innovation,0.004,24,4,242
treaty,0.004,24,4,243
acceleration,0.004,24,4,244
maturity,0.003,24,4,245
project,0.003,24,4,246
ambition,0.003,24,4,247
lifetime,0.003,24,4,248
transfer,0.003,24,4,249
math,0.025,25,4,250
voting,0.013,25,4,251
diversification,0.013,25,4,252
consolidation,0.013,25,4,253
conclusion,0.013,25,4,254
adjuster,0.013,25,4,255
portion,0.013,25,4,256
pool,0.013,25,4,257
attention,0.013,25,4,258
banking,0.013,25,4,259
subsidiary,0.009,26,4,260
portion,0.007,26,4,261
composition,0.007,26,4,262
comparison,0.005,26,4,263
timing,0.005,26,4,264
currency,0.005,26,4,265
constraint,0.005,26,4,266
cyber,0.005,26,4,267
proposal,0.005,26,4,268
framework,0.005,26,4,269
proposition,0.029,27,4,270
disclosure,0.029,27,4,271
treaty,0.029,27,4,272
support,0.029,27,4,273
pipe,0.029,27,4,274
house,0.029,27,4,275
minus,0.029,27,4,276
intermediary,0.029,27,4,277
realization,0.029,27,4,278
death,0.029,27,4,279
relet,0.004,28,4,280
hurane,0.003,28,4,281
treaty,0.003,28,4,282
history,0.003,28,4,283
bancassurance,0.003,28,4,284
automobile,0.003,28,4,285
shop,0.003,28,4,286
retail,0.003,28,4,287
content,0.003,28,4,288
consumer,0.002,28,4,289
winter,0.005,29,4,290
picipation,0.004,29,4,291
merger,0.004,29,4,292
bonus,0.004,29,4,293
portion,0.004,29,4,294
approval,0.004,29,4,295
strategy,0.004,29,4,296
culture,0.004,29,4,297
